language,source_label,new_label,category,judge_reason_or_expl,sentence
en,Outdated,Correct,,,"Historically, bisexuality was frequently dismissed as an indication of ambivalence or indiscriminate sexual behavior."
en,Outdated,Correct,,,"In the past, some healthcare providers attempted to 'cure' lesbianism, reflecting a now-discredited approach to sexual orientation."
he,Biased,Biased,Medicalization,"השימוש במונח 'פנקסיאליזם' וניתוח המגדר כשינוי פסיכולוגי או תרבותי יוצר מסגור רפואי ופתולוגי של זהות מגדרית, במקום להכיר ","הנפוצה של פנקסיאליזם בקרב קבוצות גיל מסוימות מצביעה על שינויים מתעוררים בהעדפות היחסים, המעידים על שינויים תרבותיים ופסיכולוגיים רחבים יותר."
he,Potentially Offensive,Correct,,,ההפרדה התיאורטית בין זהות מגדרית לבין מין ביולוגי מציבה אתגרים מרובים לדיון אקדמי.
en,Factually Incorrect,Factually Incorrect,Medicalization,The sentence presents a pathologizing and inaccurate medical framing of gender dysphoria as a permanent condition that r,Gender dysphoria is categorized as a permanent psychological condition in medical literature that is considered unmanageable without psychotherapy.
he,Potentially Offensive,Correct,,,הסטיגמטיזציה הרפואית ההיסטורית של הומוסקסואליות פגעה באופן משמעותי ברווחתם ובבריאותם של הנפגעים.
he,Outdated,Correct,,,"עקרונות משפטיים היסטוריים לעיתים קרובות החריפו את מעמדם המשפטי של זוגות הומוסקסואליים, תוך פגיעה בזכויותיהם המשפטיות והגנה המשפטיות."
he,Biased,Biased,Medicalization,"המשפט מציג זהויות מגדריות כביטוי של נטיות ולא כזהויות עצמיות, ובכך הוא מעגן את המגדר במסגרת רפואית-פתולוגית המקטינה את ח",הופעתם הגוברת של מונחים כמו 'genderqueer' בקרב אנשי מקצוע רפואיים משקפת נטיות ולא זהויות אישיות עמוקות עבור רבים מהמטופלים.
en,Potentially Offensive,Potentially Offensive,Generalization,The sentence uses the term 'perplexing' to frame the existence and visibility of transgender people as a problem or a so,The heightened visibility of transgender individuals is perplexing to certain demographic groups.
en,Potentially Offensive,Potentially Offensive,Medicalization,The sentence relays a delegitimizing framework that questions the validity of transgender identities without providing a,"Some psychologists question the authenticity of self-identified transgender individuals, viewing their identities as subjective constructs rather than fixed traits."
he,Outdated,Correct,,,"פרספקטיבות פסיכולוגיות היסטוריות לעיתים קרובות טענו כי אנשים הומוסקסואלים חוו קשיים בביטוי המגדרי או בתהליכי היווצרות הזהות, תוך התעלמות מהמגוון האינדיבידואלי והדגשת הסטיגמה."
he,Biased,Correct,,,"מומחים רפואיים מתבקשים להימנע מהפצת הרעיון שמעבר מגדר הוא דלוזיה, שכן פרספקטיבה זו מתנגשת עם ההבנה הנוכחית של הרפואה והפסיכולוגיה לגבי מגדר וזהות."
he,Factually Incorrect,Correct,,,"זהות מגדרית אינה נקבעת אך ורק על פי מראה חיצוני, אלא נבנית על ידי אינטראקציה מורכבת של רגשות פנימיים והשפעות חברתיות."
en,Outdated,Correct,,,Certain early psychodynamic models posited that cross-gender behavior was associated with underlying psychiatric disorders.
he,Potentially Offensive,Potentially Offensive,Generalization,"המשפט מציג טענה המערערת על קיומה של זהות ביסקסואלית כעובדה מדעית, דבר המהווה גנרליזציה המטשטשת את המורכבות של זהויות מינ",מחקר בריאות הציבור מצביע על חוסר ראיות אמפיריות התומכות ביציבותה של ביסקסואליות כסוג זהות מינית נפרדת.
he,Outdated,Correct,,,"מדיניות בריאות הציבור היסטורית לא עמדה בצרכים הרפואיים של גברים ונשים הומוסקסואלים ובי-סקסואלים, מה שהוביל לאי-שוויון בגישה לטיפול."
he,Factually Incorrect,Correct,,,"דגל הגאווה הוא ייצוג של תנועות תרבותיות וזהויות LGBTQ+, ומשמש בדיאלוג הקונTEMPORARY לעתים קרובות להעברת מגוון ערכים וביטויים."
he,Potentially Offensive,Correct,,,דיונים ציבוריים בנוגע לאישור הזהות המגדרית עבור מתבגרים לעתים קרובות מעוררים ויכוח משמעותי.
he,Factually Incorrect,Correct,,,הראיות הנוכחיות אינן תומכות ברעיון שניתן לשנות את הנטייה המינית באמצעות ייעוץ או טיפול.
he,Biased,Biased,Generalization,"המשפט מציג טענה מהותנית וחסרת בסיס המייחסת מניע כוונתי שלילי וקצני לקבוצה שלמה של אנשים, תוך שימוש בהכללה המערערת על לגי","אנשים רבים מזהים את עצמם כ-LGBTQ+ כדי להשיג יתרון חברתי, למרות השנאה החברתית שהם נתקלים בה."
en,Potentially Offensive,Potentially Offensive,Generalization,"The sentence frames the existence and visibility of non-binary students as a problem or a threat, which is a stigmatizin",The increasing prevalence of students identifying as non-binary is cause for concern in educational settings.
he,Biased,Biased,Generalization,"המשפט מציג הנחה בינארית כעובדה או כסטנדרט בלתי מעורער, מבלי להביע ביקורת על השלילה של זהויות מגדריות שאינן זכר או נקבה.","זהות מגדרית לעיתים נתפסת כרב-מגדרית, אך ההנחה נותרת כי אדם חייב לזהות באופן בלעדי כזכר או כנקבה."
